# update: 2020-01-24 09:47:38 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-24 13:07:23 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|549|24||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-24 16:07:14 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|549|24||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-24 16:08:15 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|549|24||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-24 16:58:08 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|549|24||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-24 19:49:39 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|549|24||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|34|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-24 21:41:56 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|549|24||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|36|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-24 23:55:14 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|549|24||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|36|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-25 01:26:05 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|549|24||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|36|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-25 01:36:10 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|36|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|549|24||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-25 07:48:40 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|729|39||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|36|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-25 07:49:41 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|729|39||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|36|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-25 07:52:42 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|36|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|27|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|2|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|4|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|43|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|6|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|2|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|729|39||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|53|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|3|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|5|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|24|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-01-25 07:53:42 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|4|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|8|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|36|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|15|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
