# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-22 03:28:10 CST
# place|confirmed_cases|deaths|notes|sources
Inner Mongolia|0|0||
Tianjin|4|0||
Jiangxi|3|0||
Hunan|9|0||
Macau|2|0||
Taiwan|1|0||
# update: 2020-01-23 13:59:52 CST
# place|confirmed_cases|deaths|notes|sources
Shaanxi|0|0||
Guangxi|5|0||
Beijing|14|0||
Heilongjiang|1|0||
Ningxia|1|0||
Jiangsu|1|0||
Guizhou|3|0||
Shanxi|1|0||
Inner Mongolia|0|0||
Sichuan|8|0||
Zhejiang|27|0||
Hubei|444|17||
Tianjin|4|0||
Hunan|9|0||
Gansu|0|0||
Hainan|4|0||
Jilin|1|0||
Anhui|9|0||
Chongqing|9|0||
Shandong|6|0||
Yunnan|1|0||
Hong Kong|1|0||
Liaoning|3|0||
Jiangxi|3|0||
Macau|2|0||
Fujian|4|0||
Hebei|1|0||
Shanghai|16|0||
Henan|5|0||
Taiwan|1|0||
Guangdong|32|0||
# update: 2020-01-23 16:41:56 CST
# place|confirmed_cases|deaths|notes|sources
Shandong|6|0||
Guangdong|32|0||
Shaanxi|0|0||
Jiangsu|1|0||
Shanxi|1|0||
Hebei|1|0||
Shanghai|16|0||
Gansu|0|0||
Hong Kong|1|0||
Fujian|4|0||
Sichuan|8|0||
Zhejiang|27|0||
Tianjin|4|0||
Hainan|5|0||
Beijing|14|0||
Hubei|444|17||
Anhui|9|0||
Taiwan|1|0||
Ningxia|1|0||
Guizhou|3|0||
Jiangxi|3|0||
Yunnan|1|0||
Liaoning|3|0||
Heilongjiang|1|0||
Hunan|9|0||
Jilin|1|0||
Chongqing|9|0||
Henan|5|0||
Guangxi|5|0||
Inner Mongolia|0|0||
Macau|2|0||
# update: 2020-01-23 17:21:26 CST
# place|confirmed_cases|deaths|notes|sources
Taiwan|1|0||
Hunan|9|0||
Macau|2|0||
Jiangsu|1|0||
Beijing|14|0||
Hubei|444|17||
Yunnan|1|0||
Shaanxi|0|0||
Gansu|0|0||
Tianjin|4|0||
Heilongjiang|1|0||
Zhejiang|27|0||
Jilin|1|0||
Guangxi|5|0||
Inner Mongolia|0|0||
Guangdong|32|0||
Henan|5|0||
Shanxi|1|0||
Hainan|5|0||
Guizhou|3|0||
Jiangxi|3|0||
Chongqing|9|0||
Liaoning|3|0||
Hebei|1|0||
Shanghai|16|0||
Shandong|6|0||
Fujian|5|0||
Anhui|9|0||
Ningxia|1|0||
Sichuan|8|0||
Hong Kong|1|0||
# update: 2020-01-23 18:14:12 CST
# place|confirmed_cases|deaths|notes|sources
Heilongjiang|1|0||
Guizhou|3|0||
Fujian|5|0||
Hunan|9|0||
Liaoning|3|0||
Shandong|6|0||
Jiangsu|1|0||
Beijing|14|0||
Shaanxi|3|0||
Hubei|444|17||
Henan|5|0||
Shanxi|1|0||
Jiangxi|3|0||
Anhui|9|0||
Yunnan|1|0||
Guangdong|32|0||
Shanghai|16|0||
Tianjin|4|0||
Guangxi|5|0||
Hebei|1|0||
Hong Kong|1|0||
Macau|2|0||
Gansu|0|0||
Ningxia|1|0||
Taiwan|1|0||
Sichuan|8|0||
Jilin|1|0||
Inner Mongolia|0|0||
Zhejiang|27|0||
Hainan|5|0||
Chongqing|9|0||
# update: 2020-01-23 18:15:13 CST
# place|confirmed_cases|deaths|notes|sources
Guizhou|3|0||
Shandong|6|0||
Yunnan|1|0||
Ningxia|1|0||
Jiangsu|1|0||
Jiangxi|3|0||
Zhejiang|27|0||
Heilongjiang|1|0||
Hunan|9|0||
Beijing|22|0||
Inner Mongolia|0|0||
Henan|5|0||
Shanxi|1|0||
Hebei|1|0||
Taiwan|1|0||
Fujian|5|0||
Shaanxi|3|0||
Anhui|9|0||
Shanghai|16|0||
Tianjin|4|0||
Gansu|0|0||
Jilin|1|0||
Hainan|5|0||
Chongqing|9|0||
Sichuan|8|0||
Liaoning|3|0||
Guangxi|5|0||
Hong Kong|1|0||
Macau|2|0||
Hubei|444|17||
Guangdong|32|0||
# update: 2020-01-23 18:16:14 CST
# place|confirmed_cases|deaths|notes|sources
Xinjiang|2|0||
Shanghai|16|0||
Beijing|22|0||
Fujian|5|0||
Macau|2|0||
Hubei|444|17||
Guizhou|3|0||
Inner Mongolia|0|0||
Shaanxi|3|0||
Jiangsu|1|0||
Taiwan|1|0||
Gansu|0|0||
Sichuan|8|0||
Yunnan|1|0||
Hunan|9|0||
Jilin|1|0||
Hainan|5|0||
Hong Kong|1|0||
Henan|5|0||
Jiangxi|3|0||
Heilongjiang|1|0||
Hebei|1|0||
Anhui|9|0||
Shandong|6|0||
Ningxia|1|0||
Guangxi|5|0||
Guangdong|32|0||
Zhejiang|27|0||
Shanxi|1|0||
Tianjin|4|0||
Chongqing|9|0||
Liaoning|3|0||
# update: 2020-01-23 18:53:44 CST
# place|confirmed_cases|deaths|notes|sources
Hunan|9|0||
Hebei|1|0||
Inner Mongolia|0|0||
Heilongjiang|2|0||
Guangxi|5|0||
Guangdong|32|0||
Fujian|5|0||
Shaanxi|3|0||
Ningxia|1|0||
Tianjin|4|0||
Shanxi|1|0||
Macau|2|0||
Guizhou|3|0||
Sichuan|8|0||
Yunnan|1|0||
Jilin|1|0||
Hong Kong|1|0||
Zhejiang|27|0||
Shandong|6|0||
Taiwan|1|0||
Henan|5|0||
Jiangxi|3|0||
Liaoning|3|0||
Hainan|5|0||
Anhui|9|0||
Shanghai|16|0||
Beijing|22|0||
Xinjiang|2|0||
Gansu|0|0||
Jiangsu|1|0||
Chongqing|9|0||
Hubei|444|17||
# update: 2020-01-23 19:11:59 CST
# place|confirmed_cases|deaths|notes|sources
Sichuan|8|0||
Henan|5|0||
Zhejiang|27|0||
Guizhou|3|0||
Beijing|22|0||
Yunnan|1|0||
Shanghai|16|0||
Xinjiang|2|0||
Gansu|0|0||
Hunan|9|0||
Jiangsu|1|0||
Guangxi|5|0||
Guangdong|32|0||
Shaanxi|3|0||
Liaoning|3|0||
Hainan|5|0||
Tianjin|4|0||
Chongqing|9|0||
Heilongjiang|2|0||
Ningxia|1|0||
Hubei|444|17||
Hebei|1|0||
Hong Kong|3|0||
Shanxi|1|0||
Macau|2|0||
Shandong|6|0||
Taiwan|1|0||
Fujian|5|0||
Jilin|1|0||
Jiangxi|3|0||
Anhui|9|0||
Inner Mongolia|0|0||
# update: 2020-01-23 21:39:07 CST
# place|confirmed_cases|deaths|notes|sources
Hong Kong|3|0||
Guizhou|3|0||
Shaanxi|3|0||
Tianjin|4|0||
Ningxia|1|0||
Hubei|444|17||
Jilin|1|0||
Jiangxi|3|0||
Anhui|9|0||
Sichuan|8|0||
Hunan|9|0||
Guangxi|5|0||
Guangdong|32|0||
Fujian|5|0||
Yunnan|1|0||
Hainan|5|0||
Beijing|22|0||
Liaoning|3|0||
Heilongjiang|2|0||
Taiwan|1|0||
Shandong|6|0||
Henan|5|0||
Zhejiang|27|0||
Gansu|0|0||
Chongqing|9|0||
Macau|2|0||
Shanghai|16|0||
Xinjiang|2|0||
Jiangsu|5|0||
Hebei|1|0||
Inner Mongolia|0|0||
Shanxi|1|0||
# update: 2020-01-23 22:35:58 CST
# place|confirmed_cases|deaths|notes|sources
Guangxi|5|0||
Beijing|22|0||
Jiangsu|5|0||
Shanxi|1|0||
Guizhou|3|0||
Ningxia|1|0||
Hubei|444|17||
Hong Kong|2|0||
Hunan|9|0||
Zhejiang|27|0||
Gansu|0|0||
Shaanxi|3|0||
Jilin|1|0||
Anhui|9|0||
Heilongjiang|2|0||
Macau|2|0||
Shandong|6|0||
Jiangxi|3|0||
Liaoning|3|0||
Tianjin|4|0||
Fujian|5|0||
Taiwan|1|0||
Sichuan|8|0||
Shanghai|16|0||
Hebei|1|0||
Hainan|5|0||
Yunnan|1|0||
Henan|5|0||
Chongqing|9|0||
Xinjiang|2|0||
Inner Mongolia|0|0||
Guangdong|32|0||
# update: 2020-01-23 23:00:20 CST
# place|confirmed_cases|deaths|notes|sources
Beijing|22|0||
Jiangxi|3|0||
Heilongjiang|2|0||
Fujian|5|0||
Hainan|5|0||
Xinjiang|2|0||
Macau|2|0||
Shanxi|1|0||
Hubei|444|17||
Tianjin|4|0||
Shanghai|16|0||
Hebei|1|0||
Jiangsu|5|0||
Ningxia|1|0||
Anhui|9|0||
Henan|5|0||
Guizhou|3|0||
Gansu|2|0||
Shaanxi|3|0||
Hunan|9|0||
Jilin|1|0||
Inner Mongolia|0|0||
Guangdong|32|0||
Chongqing|9|0||
Guangxi|5|0||
Liaoning|3|0||
Hong Kong|2|0||
Shandong|6|0||
Sichuan|8|0||
Taiwan|1|0||
Yunnan|1|0||
Zhejiang|27|0||
# update: 2020-01-24 00:30:40 CST
# place|confirmed_cases|deaths|notes|sources
Anhui|9|0||
Shaanxi|3|0||
Jilin|1|0||
Inner Mongolia|0|0||
Heilongjiang|2|0||
Fujian|5|0||
Hainan|5|0||
Jiangsu|5|0||
Henan|5|0||
Guangdong|32|0||
Shandong|6|0||
Hebei|1|0||
Hong Kong|2|0||
Taiwan|1|0||
Xinjiang|2|0||
Shanxi|1|0||
Beijing|22|0||
Sichuan|8|0||
Hunan|9|0||
Ningxia|1|0||
Zhejiang|27|0||
Tianjin|4|0||
Guangxi|5|0||
Chongqing|9|0||
Jiangxi|3|0||
Macau|2|0||
Gansu|2|0||
Shanghai|16|0||
Guizhou|3|0||
Liaoning|3|0||
Yunnan|2|0||
Hubei|444|17||
# update: 2020-01-24 00:34:44 CST
# place|confirmed_cases|deaths|notes|sources
Hainan|5|0||
Shanxi|1|0||
Liaoning|3|0||
Sichuan|8|0||
Zhejiang|27|0||
Macau|2|0||
Guangdong|32|0||
Yunnan|2|0||
Shandong|6|0||
Hebei|1|1||
Tianjin|4|0||
Guizhou|3|0||
Henan|5|0||
Guangxi|5|0||
Gansu|2|0||
Inner Mongolia|0|0||
Jiangsu|5|0||
Beijing|22|0||
Hunan|9|0||
Ningxia|1|0||
Chongqing|9|0||
Anhui|9|0||
Heilongjiang|2|0||
Hong Kong|2|0||
Taiwan|1|0||
Shanghai|16|0||
Shaanxi|3|0||
Fujian|5|0||
Jiangxi|3|0||
Hubei|444|17||
Xinjiang|2|0||
Jilin|1|0||
# update: 2020-01-24 00:35:45 CST
# place|confirmed_cases|deaths|notes|sources
Sichuan|8|0||
Zhejiang|27|0||
Guizhou|3|0||
Tianjin|4|0||
Inner Mongolia|0|0||
Hubei|444|17||
Shaanxi|3|0||
Henan|5|0||
Gansu|2|0||
Jiangsu|5|0||
Ningxia|1|0||
Heilongjiang|2|0||
Yunnan|2|0||
Taiwan|1|0||
Xinjiang|2|0||
Liaoning|3|0||
Hainan|5|0||
Hebei|1|1||
Anhui|9|0||
Beijing|22|0||
Hunan|9|0||
Shanghai|16|0||
Jilin|1|0||
Shandong|6|0||
Hong Kong|2|0||
Jiangxi|7|0||
Guangxi|5|0||
Chongqing|9|0||
Guangdong|32|0||
Macau|2|0||
Fujian|5|0||
Shanxi|1|0||
# update: 2020-01-24 03:50:31 CST
# place|confirmed_cases|deaths|notes|sources
Taiwan|1|0||
Fujian|5|0||
Anhui|9|0||
Beijing|22|0||
Jilin|1|0||
Inner Mongolia|0|0||
Xinjiang|2|0||
Shandong|6|0||
Hong Kong|2|0||
Guangxi|5|0||
Chongqing|9|0||
Shaanxi|3|0||
Zhejiang|27|0||
Jiangsu|5|0||
Liaoning|3|0||
Macau|2|0||
Guizhou|3|0||
Hainan|5|0||
Guangdong|32|0||
Sichuan|8|0||
Ningxia|1|0||
Shanghai|16|0||
Shanxi|1|0||
Henan|5|0||
Gansu|2|0||
Heilongjiang|2|0||
Yunnan|2|0||
Hebei|1|1|死亡1例|
Jiangxi|7|0||
Tianjin|4|0||
Hubei|444|0|疑似病例数待确认，治愈28例，死亡17例|
Hunan|9|0||
# update: 2020-01-24 07:26:28 CST
# place|confirmed_cases|deaths|notes|sources
Tianjin|5|0||
Fujian|5|0||
Gansu|2|0||
Yunnan|2|0||
Hunan|9|0||
Shandong|6|0||
Macau|2|0||
Heilongjiang|2|0||
Shanxi|1|0||
Taiwan|1|0||
Xinjiang|2|0||
Jiangsu|5|0||
Shanghai|16|0||
Hubei|444|0|疑似病例数待确认，治愈28例，死亡17例|
Anhui|9|0||
Beijing|26|0||
Hong Kong|2|0||
Guangxi|5|0||
Liaoning|3|0||
Shaanxi|3|0||
Hainan|5|0||
Guangdong|32|0||
Henan|5|0||
Hebei|1|1|死亡1例|
Zhejiang|27|0||
Guizhou|3|0||
Ningxia|1|0||
Jiangxi|7|0||
Jilin|1|0||
Chongqing|9|0||
Inner Mongolia|0|0||
Sichuan|8|0||
# update: 2020-01-24 08:09:49 CST
# place|confirmed_cases|deaths|notes|sources
Ningxia|1|0||
Inner Mongolia|0|0||
Gansu|2|0||
Yunnan|2|0||
Guizhou|3|0||
Xinjiang|2|0||
Beijing|26|0||
Shaanxi|3|0||
Hubei|444|0|疑似病例数待确认，治愈28例，死亡17例|
Guangdong|32|0||
Fujian|5|0||
Shandong|6|0||
Heilongjiang|2|0||
Taiwan|1|0||
Anhui|9|0||
Zhejiang|27|0||
Hunan|9|0||
Macau|2|0||
Shanxi|1|0||
Chongqing|9|0||
Sichuan|8|0||
Shanghai|16|0||
Hong Kong|2|0||
Guangxi|13|0||
Liaoning|3|0||
Hebei|1|1|死亡1例|
Jiangxi|7|0||
Jilin|1|0||
Tianjin|5|0||
Jiangsu|5|0||
Hainan|5|0||
Henan|5|0||
# update: 2020-01-24 08:33:00 CST
# place|confirmed_cases|deaths|notes|sources
Inner Mongolia|0|0||
Hunan|9|0||
Anhui|9|0||
Shandong|6|0||
Taiwan|1|0||
Macau|2|0||
Jilin|1|0||
Guizhou|3|0||
Shaanxi|3|0||
Hong Kong|2|0||
Jiangxi|7|0||
Tianjin|5|0||
Hebei|1|1|死亡1例|
Sichuan|8|0||
Shanghai|20|0||
Ningxia|1|0||
Beijing|26|0||
Chongqing|9|0||
Hubei|444|0|疑似病例数待确认，治愈28例，死亡17例|
Shanxi|1|0||
Guangxi|13|0||
Fujian|5|0||
Heilongjiang|2|0||
Guangdong|32|0||
Liaoning|3|0||
Hainan|5|0||
Xinjiang|2|0||
Yunnan|2|0||
Zhejiang|27|0||
Jiangsu|5|0||
Henan|5|0||
Gansu|2|0||
# update: 2020-01-24 08:43:06 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|444|0|疑似数据待确认，治愈28例，死亡24例|
Guangdong|32|0|治愈2例|
Gansu|2|0||
Hunan|9|0||
Hainan|5|0||
Inner Mongolia|0|0||
Guizhou|3|0||
Anhui|9|0||
Jiangxi|7|0||
Tianjin|5|0||
Beijing|26|0||
Shanxi|1|0||
Heilongjiang|2|0||
Hong Kong|2|0||
Yunnan|2|0||
Jiangsu|5|0||
Jilin|1|0||
Shaanxi|3|0||
Hebei|1|1|死亡1例|
Fujian|5|0||
Shandong|9|0||
Macau|2|0||
Liaoning|3|0||
Zhejiang|27|0||
Sichuan|8|0||
Guangxi|13|0||
Xinjiang|2|0||
Henan|5|0||
Taiwan|1|0||
Shanghai|20|0||
Ningxia|1|0||
Chongqing|9|0||
# update: 2020-01-24 08:55:12 CST
# place|confirmed_cases|deaths|notes|sources
Shaanxi|3|0||
Shandong|9|0||
Guangxi|13|0||
Guangdong|32|0|治愈2例|
Gansu|2|0||
Hunan|9|0||
Tianjin|5|0||
Hubei|444|0|疑似数据待确认，治愈28例，死亡24例|
Beijing|26|0||
Yunnan|2|0||
Fujian|5|0||
Liaoning|3|0||
Sichuan|8|0||
Henan|9|0||
Shanghai|20|0||
Taiwan|1|0||
Ningxia|1|0||
Hainan|5|0||
Chongqing|9|0||
Heilongjiang|2|0||
Jilin|1|0||
Inner Mongolia|0|0||
Shanxi|1|0||
Anhui|9|0||
Macau|2|0||
Zhejiang|27|0|治愈1例|
Xinjiang|2|0||
Jiangxi|7|0||
Hong Kong|2|0||
Jiangsu|5|0||
Hebei|1|1|死亡1例|
Guizhou|3|0||
# update: 2020-01-24 09:25:27 CST
# place|confirmed_cases|deaths|notes|sources
Anhui|15|0||
Hebei|1|1|死亡1例|
Liaoning|3|0||
Heilongjiang|2|0||
Jiangxi|7|0||
Jiangsu|5|0||
Hubei|444|0|疑似数据待确认，治愈28例，死亡24例|
Jilin|1|0||
Zhejiang|27|0|治愈1例|
Guangxi|13|0||
Henan|9|0||
Hong Kong|2|0||
Yunnan|2|0||
Shandong|9|0||
Beijing|26|0||
Chongqing|9|0||
Shanxi|1|0||
Xinjiang|2|0||
Guizhou|3|0||
Shanghai|20|0||
Ningxia|1|0||
Gansu|2|0||
Hunan|9|0||
Tianjin|5|0||
Shaanxi|3|0||
Fujian|5|0||
Taiwan|1|0||
Hainan|5|0||
Macau|2|0||
Guangdong|53|0|治愈2例|
Inner Mongolia|0|0||
Sichuan|8|0||
# update: 2020-01-24 09:26:27 CST
# place|confirmed_cases|deaths|notes|sources
Tianjin|5|0||
Fujian|5|0||
Jiangxi|7|0||
Jilin|1|0||
Beijing|26|0||
Chongqing|9|0||
Xinjiang|2|0||
Ningxia|1|0||
Hainan|5|0||
Jiangsu|5|0||
Guizhou|3|0||
Hunan|9|0||
Liaoning|3|0||
Guangxi|13|0||
Hong Kong|2|0||
Yunnan|2|0||
Anhui|15|0||
Hebei|1|1|死亡1例|
Heilongjiang|4|0||
Zhejiang|27|0|治愈1例|
Shandong|9|0||
Hubei|444|0|疑似数据待确认，治愈28例，死亡24例|
Taiwan|1|0||
Guangdong|53|0|治愈2例|
Gansu|2|0||
Henan|9|0||
Macau|2|0||
Shaanxi|3|0||
Sichuan|8|0||
Shanxi|1|0||
Shanghai|20|0||
Inner Mongolia|0|0||
# update: 2020-01-24 09:27:28 CST
# place|confirmed_cases|deaths|notes|sources
Anhui|15|0||
Heilongjiang|4|0||
Shanghai|20|0||
Chongqing|9|0||
Xinjiang|2|0||
Ningxia|1|0||
Yunnan|2|0||
Gansu|2|0||
Sichuan|8|0||
Beijing|26|0||
Fujian|5|0||
Guizhou|3|0||
Zhejiang|27|0|治愈1例|
Shanxi|1|0||
Inner Mongolia|0|0||
Shandong|9|0||
Taiwan|1|0||
Guangdong|53|0|治愈2例|
Hunan|9|0||
Hong Kong|2|0||
Henan|9|0||
Hainan|5|0||
Shaanxi|3|0||
Tianjin|5|0||
Jilin|1|0||
Jiangsu|5|0||
Hebei|1|1|死亡1例|
Macau|2|0||
Jiangxi|7|0||
Liaoning|3|0||
Guangxi|13|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
# update: 2020-01-24 09:28:28 CST
# place|confirmed_cases|deaths|notes|sources
Shanxi|1|0||
Jilin|1|0||
Gansu|2|0||
Inner Mongolia|0|0||
Tianjin|5|0||
Hebei|1|1|死亡1例|
Jiangsu|5|0||
Henan|9|0||
Hainan|5|0||
Chongqing|9|0||
Anhui|15|0||
Shandong|9|0||
Shaanxi|3|0||
Xinjiang|2|0||
Taiwan|1|0||
Yunnan|2|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Sichuan|8|0||
Fujian|5|0||
Guizhou|3|0||
Beijing|26|0||
Ningxia|1|0||
Guangxi|13|0||
Heilongjiang|4|0||
Shanghai|20|0||
Guangdong|53|0|治愈2例|
Macau|2|0||
Jiangxi|7|0||
Hong Kong|2|0||
Hunan|9|0||
Liaoning|3|0||
Zhejiang|43|0|治愈1例|
# update: 2020-01-24 09:43:36 CST
# place|confirmed_cases|deaths|notes|sources
Jiangxi|7|0||
Gansu|2|0||
Anhui|15|0||
Xinjiang|2|0||
Taiwan|1|0||
Ningxia|1|0||
Fujian|5|0||
Guangxi|13|0||
Tianjin|5|0||
Zhejiang|43|0|治愈1例|
Shanxi|1|0||
Shandong|9|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Guizhou|3|0||
Chongqing|9|0||
Hainan|5|0||
Macau|2|0||
Heilongjiang|4|0||
Hunan|9|0||
Inner Mongolia|0|0||
Sichuan|15|0||
Beijing|26|0||
Guangdong|53|0|治愈2例|
Liaoning|3|0||
Hong Kong|2|0||
Jiangsu|5|0||
Jilin|1|0||
Hebei|1|1|死亡1例|
Henan|9|0||
Shaanxi|3|0||
Shanghai|20|0||
Yunnan|2|0||
# update: 2020-01-24 09:57:44 CST
# place|confirmed_cases|deaths|notes|sources
Macau|2|0||
Hunan|9|0||
Hebei|2|1|死亡1例|
Taiwan|1|0||
Guangxi|13|0||
Yunnan|2|0||
Hainan|5|0||
Sichuan|15|0||
Heilongjiang|4|0|绥化死亡1例|
Inner Mongolia|0|0||
Guangdong|53|0|治愈2例|
Shanghai|20|0||
Jiangxi|7|0||
Guizhou|3|0||
Jilin|1|0||
Henan|9|0||
Shandong|9|0||
Jiangsu|5|0||
Beijing|26|0||
Ningxia|1|0||
Xinjiang|2|0||
Tianjin|5|0||
Shanxi|1|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Chongqing|9|0||
Shaanxi|3|0||
Fujian|5|0||
Gansu|2|0||
Liaoning|3|0||
Hong Kong|2|0||
Anhui|15|0||
Zhejiang|43|0|治愈1例|
# update: 2020-01-24 10:03:47 CST
# place|confirmed_cases|deaths|notes|sources
Ningxia|1|0||
Xinjiang|2|0||
Tianjin|5|0||
Heilongjiang|4|0|绥化死亡1例|
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Beijing|26|0||
Chongqing|9|0||
Taiwan|1|0||
Anhui|15|0||
Hainan|5|0||
Sichuan|15|0||
Jiangsu|9|0||
Zhejiang|43|0|治愈1例|
Henan|9|0||
Shanxi|1|0||
Shaanxi|3|0||
Gansu|2|0||
Hebei|2|1|死亡1例|
Yunnan|2|0||
Shanghai|20|0||
Jilin|1|0||
Hunan|9|0||
Guangdong|53|0|治愈2例|
Fujian|5|0||
Liaoning|3|0||
Guangxi|13|0||
Jiangxi|7|0||
Inner Mongolia|0|0||
Hong Kong|2|0||
Macau|2|0||
Guizhou|3|0||
Shandong|9|0||
# update: 2020-01-24 10:04:48 CST
# place|confirmed_cases|deaths|notes|sources
Hong Kong|2|0||
Chongqing|27|0||
Hebei|2|1|死亡1例|
Jilin|2|0||
Sichuan|15|0||
Gansu|2|0||
Liaoning|3|0||
Shandong|9|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Hainan|5|0||
Shanxi|1|0||
Hunan|9|0||
Fujian|5|0||
Macau|2|0||
Anhui|15|0||
Henan|9|0||
Guangdong|53|0|治愈2例|
Guangxi|13|0||
Xinjiang|2|0||
Heilongjiang|4|0|绥化死亡1例|
Taiwan|1|0||
Jiangsu|9|0||
Zhejiang|43|0|治愈1例|
Jiangxi|7|0||
Guizhou|3|0||
Inner Mongolia|0|0||
Ningxia|1|0||
Tianjin|5|0||
Beijing|26|0||
Shaanxi|3|0||
Yunnan|2|0||
Shanghai|20|0||
# update: 2020-01-24 10:30:01 CST
# place|confirmed_cases|deaths|notes|sources
Jiangsu|9|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Hunan|9|0||
Jilin|3|0||
Hong Kong|2|0||
Shaanxi|3|0||
Hebei|2|1|沧州死亡1例|
Macau|2|0||
Tianjin|5|0||
Beijing|26|0||
Gansu|2|0||
Guangxi|13|0||
Yunnan|2|0||
Guizhou|3|0||
Ningxia|1|0||
Sichuan|15|0||
Shanxi|1|0||
Xinjiang|2|0||
Zhejiang|43|0|治愈1例|
Inner Mongolia|0|0||
Henan|9|0||
Fujian|5|0||
Guangdong|53|0|治愈2例|
Jiangxi|7|0||
Chongqing|27|0||
Hainan|5|0||
Anhui|15|0||
Taiwan|1|0||
Shanghai|20|0||
Shandong|9|0||
Heilongjiang|4|0|绥化死亡1例|
Liaoning|3|0||
# update: 2020-01-24 10:34:04 CST
# place|confirmed_cases|deaths|notes|sources
Fujian|5|0||
Taiwan|1|0||
Shanghai|20|0||
Jiangsu|9|0||
Yunnan|2|0||
Xinjiang|2|0||
Jiangxi|7|0||
Henan|9|0||
Hunan|9|0||
Jilin|3|0||
Shaanxi|3|0||
Guangxi|13|0||
Shanxi|1|0||
Inner Mongolia|0|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Beijing|26|0||
Ningxia|1|0||
Sichuan|15|0||
Heilongjiang|4|0|绥化死亡1例|
Gansu|2|0||
Guangdong|53|0|治愈2例|
Liaoning|3|0||
Hebei|2|1|沧州死亡1例|
Hong Kong|2|0||
Chongqing|27|0||
Anhui|15|0||
Tianjin|5|0||
Macau|2|0||
Zhejiang|43|0|治愈1例|
Guizhou|3|0||
Hainan|8|0||
Shandong|9|0||
# update: 2020-01-24 11:05:21 CST
# place|confirmed_cases|deaths|notes|sources
Jiangxi|7|0||
Yunnan|2|0||
Ningxia|1|0||
Tianjin|5|0||
Macau|2|0||
Inner Mongolia|0|0||
Beijing|26|0||
Hong Kong|2|0||
Anhui|15|0||
Guizhou|3|0||
Hainan|8|0||
Henan|9|0||
Jilin|3|0||
Shaanxi|3|0||
Hebei|2|1|沧州死亡1例|
Xinjiang|2|0||
Guangxi|13|0||
Liaoning|3|0||
Fujian|5|0||
Shanghai|20|0||
Guangdong|53|0|治愈2例|
Zhejiang|43|0|治愈1例|
Chongqing|27|0||
Shandong|9|0||
Taiwan|1|0||
Jiangsu|9|0||
Hunan|24|0||
Shanxi|1|0||
Sichuan|15|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Heilongjiang|4|0|绥化死亡1例|
Gansu|2|0||
# update: 2020-01-24 11:39:42 CST
# place|confirmed_cases|deaths|notes|sources
Jiangsu|9|0||
Heilongjiang|4|0|绥化死亡1例|
Gansu|2|0||
Liaoning|3|0||
Guangdong|53|0|治愈2例|
Jiangxi|7|0||
Yunnan|2|0||
Guangxi|13|0||
Shanxi|1|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Ningxia|1|0||
Anhui|15|0||
Tianjin|5|0||
Jilin|3|0||
Hebei|2|1|沧州死亡1例|
Shanghai|20|0||
Shandong|9|0||
Shaanxi|3|0||
Macau|2|0||
Guizhou|3|0||
Hunan|24|0||
Inner Mongolia|1|0||
Hong Kong|2|0||
Xinjiang|2|0||
Fujian|5|0||
Zhejiang|43|0|治愈1例|
Sichuan|15|0||
Hainan|8|0||
Taiwan|1|0||
Chongqing|27|0||
Beijing|26|0||
Henan|9|0||
# update: 2020-01-24 11:40:43 CST
# place|confirmed_cases|deaths|notes|sources
Zhejiang|43|0|治愈1例|
Heilongjiang|4|0|绥化死亡1例|
Guangdong|53|0|治愈2例|
Anhui|15|0||
Hebei|2|1|沧州死亡1例|
Shaanxi|3|0||
Hong Kong|2|0||
Shanxi|1|0||
Hubei|549|0|疑似数据待确认，治愈28例，死亡24例|
Gansu|2|0||
Jiangsu|9|0||
Shandong|9|0||
Hainan|8|0||
Jiangxi|7|0||
Jilin|3|0||
Sichuan|15|0||
Taiwan|1|0||
Chongqing|27|0||
Ningxia|1|0||
Henan|9|0||
Beijing|26|0||
Liaoning|4|0||
Shanghai|20|0||
Xinjiang|2|0||
Hunan|24|0||
Fujian|5|0||
Tianjin|5|0||
Guangxi|13|0||
Macau|2|0||
Yunnan|2|0||
Guizhou|3|0||
Inner Mongolia|1|0||
# update: 2020-01-24 12:24:07 CST
# place|confirmed_cases|deaths|notes|sources
Guangxi|13|0||
Hebei|2|1|沧州死亡1例|
Shanxi|1|0||
Hainan|8|0||
Jiangxi|7|0||
Chongqing|27|0||
Tianjin|5|0||
Guizhou|3|0||
Anhui|15|0||
Shandong|9|0||
Shanghai|20|0||
Beijing|26|0||
Heilongjiang|4|0|绥化死亡1例|
Gansu|2|0||
Henan|9|0||
Liaoning|4|0||
Shaanxi|3|0||
Taiwan|1|0||
Hunan|24|0||
